"subject_id","activity_id","t_body_acc_mean_x","t_body_acc_mean_y","t_body_acc_mean_z","t_body_acc_std_x","t_body_acc_std_y","t_body_acc_std_z","t_gravity_acc_mean_x","t_gravity_acc_mean_y","t_gravity_acc_mean_z","t_gravity_acc_std_x","t_gravity_acc_std_y","t_gravity_acc_std_z","t_body_gyro_mean_x","t_body_gyro_mean_y","t_body_gyro_mean_z","t_body_gyro_std_x","t_body_gyro_std_y","t_body_gyro_std_z","f_body_acc_mean_x","f_body_acc_mean_y","f_body_acc_mean_z","f_body_acc_std_x","f_body_acc_std_y","f_body_acc_std_z","f_body_gyro_mean_x","f_body_gyro_mean_y","f_body_gyro_mean_z","f_body_gyro_std_x","f_body_gyro_std_y","f_body_gyro_std_z"
2,"standing",0.27859589,-0.015231928,-0.098908415,-0.99878507,-0.98194306,-0.99137882,0.92371888,-0.31398567,0.12787786,-0.99896777,-0.98598299,-0.98116601,-0.025346783,-0.074217186,0.087760115,-0.99446328,-0.99282756,-0.99050543,-0.99826331,-0.98394109,-0.99048651,-0.99906652,-0.98092551,-0.99180335,-0.99303641,-0.99298218,-0.98963531,-0.99485695,-0.99268503,-0.99158402
2,"standing",0.27915178,-0.021879444,-0.10973077,-0.99778103,-0.99295121,-0.98568028,0.92403746,-0.31295562,0.1314731,-0.99837133,-0.99227971,-0.99206883,-0.029174831,-0.079426371,0.092674028,-0.99579842,-0.99382668,-0.99431145,-0.99635482,-0.98981458,-0.98430519,-0.99864331,-0.99431655,-0.98689355,-0.99346021,-0.99362734,-0.99400498,-0.99660277,-0.9939159,-0.99484074
2,"standing",0.27454383,-0.023145294,-0.1125396,-0.99620456,-0.9915728,-0.98751828,0.92445923,-0.31568266,0.13103466,-0.9992491,-0.99095888,-0.98946132,-0.02794305,-0.07935183,0.096964901,-0.99489468,-0.9947356,-0.9963317,-0.99479144,-0.98861809,-0.98770144,-0.99693516,-0.99286441,-0.98747911,-0.99244084,-0.9945768,-0.99525125,-0.99570116,-0.99479355,-0.99709103
2,"standing",0.26906631,-0.027685967,-0.11017794,-0.9968836,-0.9864395,-0.9884791,0.92317418,-0.31981835,0.12898325,-0.99281837,-0.98326068,-0.99353816,-0.026941731,-0.068240615,0.089771735,-0.99388537,-0.98820559,-0.98344383,-0.99571171,-0.98442061,-0.98669651,-0.99749113,-0.98737963,-0.98979083,-0.99221021,-0.98992876,-0.98512453,-0.9943601,-0.98717522,-0.98420817
2,"standing",0.27557925,-0.018936424,-0.097409776,-0.99606469,-0.96822549,-0.98069598,0.92036099,-0.32552855,0.12910023,-0.99243056,-0.98164027,-0.99003989,-0.026364477,-0.064583159,0.073449259,-0.99254536,-0.98826303,-0.98518426,-0.99606425,-0.97359746,-0.98332034,-0.99595662,-0.96645863,-0.97965915,-0.99018207,-0.98942265,-0.98591136,-0.99324917,-0.98754431,-0.9861154
2,"standing",0.28193083,-0.004880615,-0.086106145,-0.98907559,-0.95900626,-0.97302388,0.91979943,-0.32576314,0.13401665,-0.99519236,-0.98160614,-0.96913566,-0.076452794,-0.015582021,0.025521434,-0.84566376,-0.91612436,-0.91722556,-0.98320133,-0.95675185,-0.97471273,-0.99250983,-0.96178818,-0.97319102,-0.82265638,-0.94607132,-0.9348623,-0.85325262,-0.90235584,-0.91943187
2,"standing",0.31107792,-0.019430625,-0.10186634,-0.9366878,-0.84018585,-0.81682639,0.87581327,-0.42668132,0.038234377,-0.86986537,-0.8714715,-0.82092428,0.00099342639,-0.11268679,-0.0037551694,-0.97841972,-0.97751116,-0.9574625,-0.94551956,-0.88363239,-0.88166597,-0.9332142,-0.82986443,-0.79929807,-0.97243376,-0.98011598,-0.9565205,-0.98025409,-0.9760463,-0.96150159
2,"standing",0.26232825,-0.023257054,-0.12552494,-0.98456111,-0.91337982,-0.91267279,0.88997692,-0.42265611,0.044050888,-0.97024526,-0.9456811,-0.91993724,-0.0061088604,-0.08363601,0.034434823,-0.98668458,-0.98896619,-0.97230704,-0.98654788,-0.92924887,-0.94633946,-0.98357495,-0.91017475,-0.90221327,-0.98508824,-0.98913607,-0.97358459,-0.98713526,-0.9888398,-0.97422376
2,"standing",0.28841575,-0.003485395,-0.083827858,-0.99457065,-0.97835984,-0.97994262,0.88529186,-0.42609871,0.038517398,-0.98971312,-0.97043824,-0.95956976,-0.019768993,-0.079931119,0.077789083,-0.9883864,-0.99057798,-0.98068603,-0.99267369,-0.97977967,-0.98759141,-0.99553177,-0.97786162,-0.9762713,-0.98710948,-0.99044019,-0.97982749,-0.98873327,-0.99064283,-0.98260428
2,"standing",0.27116593,-0.025972908,-0.094923481,-0.97012403,-0.90187818,-0.9652996,0.88868488,-0.41889767,0.046875908,-0.98890631,-0.98323615,-0.97134623,-0.026489988,-0.086821561,0.12018605,-0.95170794,-0.96834668,-0.94386544,-0.95935318,-0.9008582,-0.96839921,-0.97563293,-0.90761105,-0.96524359,-0.9372461,-0.9658466,-0.9379497,-0.95624666,-0.97015055,-0.95097075
2,"standing",0.25309467,-0.044192268,-0.13929762,-0.96892213,-0.9103836,-0.91886033,0.88639445,-0.42463213,0.049435445,-0.97642372,-0.94935411,-0.98430715,-0.025536965,-0.11232642,0.12869787,-0.94013604,-0.9574808,-0.93900763,-0.95800959,-0.91284737,-0.94305323,-0.9744658,-0.91369708,-0.91183774,-0.92886803,-0.95693278,-0.92857984,-0.94369417,-0.95803225,-0.94835382
2,"standing",0.27133883,-0.029954058,-0.11859533,-0.96093148,-0.90503507,-0.87126958,0.8782922,-0.44115702,0.039357117,-0.97823679,-0.94589569,-0.93292764,-0.031374775,-0.053952104,0.073211718,-0.95113006,-0.91043949,-0.91614341,-0.94008646,-0.88954707,-0.90114002,-0.97319827,-0.91953039,-0.86482459,-0.92800798,-0.89863943,-0.88978221,-0.95883868,-0.91917057,-0.93454571
2,"standing",0.29926682,0.011798517,-0.031653276,-0.94875426,-0.84418244,-0.88070536,0.87638473,-0.44715997,0.039266249,-0.98946113,-0.97012703,-0.91379833,-0.035775411,-0.010620763,0.03852549,-0.95053621,-0.85592718,-0.74673048,-0.92600164,-0.84118481,-0.88913982,-0.96120153,-0.85473296,-0.88446849,-0.92821564,-0.84501826,-0.67759186,-0.95790749,-0.86407104,-0.79722974
2,"standing",0.29389749,0.01115091,-0.069281198,-0.96241329,-0.86333992,-0.85995713,0.88282593,-0.43031319,0.066307063,-0.97763912,-0.91799566,-0.86717267,-0.031933568,-0.080878973,0.067888599,-0.95451242,-0.87379114,-0.75439235,-0.94789038,-0.86853152,-0.91512364,-0.97000008,-0.8682478,-0.8440588,-0.93822219,-0.88434909,-0.68299854,-0.95970247,-0.86844779,-0.80544976
2,"standing",0.27563911,-0.015565524,-0.1254582,-0.98916068,-0.96851562,-0.96872274,0.88824855,-0.41368431,0.081629881,-0.99197651,-0.97603214,-0.969735,-0.033494339,-0.10529761,0.10193292,-0.96920737,-0.97220064,-0.96580084,-0.98365223,-0.96558983,-0.96942614,-0.99230894,-0.97111034,-0.96987614,-0.96995581,-0.97447368,-0.96152085,-0.96924784,-0.97094493,-0.97036052
2,"standing",0.27225459,-0.025051205,-0.13318432,-0.99115349,-0.96354868,-0.97316133,0.88833105,-0.41194179,0.075492335,-0.99607584,-0.99233821,-0.96880022,-0.032800503,-0.090070366,0.11430315,-0.97998548,-0.98331456,-0.97736636,-0.98861582,-0.96663407,-0.97627432,-0.99236991,-0.96315009,-0.97245528,-0.97913434,-0.98077626,-0.97611518,-0.98029393,-0.98515793,-0.97972877
2,"standing",0.27642711,-0.026277565,-0.12694133,-0.99298881,-0.96561954,-0.9657378,0.88653599,-0.41739217,0.065348552,-0.99497146,-0.97217475,-0.95317626,-0.02498197,-0.070265151,0.092864514,-0.98470493,-0.98444181,-0.97051035,-0.99282776,-0.97257829,-0.97418822,-0.99293072,-0.96330923,-0.96271167,-0.98292601,-0.98663348,-0.97386344,-0.9852218,-0.98317441,-0.97192347
2,"standing",0.28016952,-0.014362437,-0.10047145,-0.99359232,-0.9719031,-0.97793999,0.88595445,-0.42208281,0.05903586,-0.99566606,-0.9876842,-0.98105626,-0.023093566,-0.066467535,0.080856878,-0.98872228,-0.98688683,-0.97959066,-0.991768,-0.97863946,-0.98382913,-0.99446169,-0.96934037,-0.97529929,-0.9867391,-0.98940614,-0.98024967,-0.9892802,-0.98544675,-0.98105398
2,"standing",0.27746102,-0.01584543,-0.10639347,-0.99502745,-0.97159341,-0.97872472,0.88675759,-0.42075175,0.061267268,-0.99613717,-0.98906538,-0.98159227,-0.02648868,-0.074340759,0.082382273,-0.9901469,-0.99118254,-0.9850075,-0.99360857,-0.97619194,-0.98349138,-0.9957038,-0.96998062,-0.97662314,-0.98712175,-0.99138461,-0.98741471,-0.99105611,-0.99102057,-0.98539447
2,"standing",0.28837469,-0.0085476599,-0.10705876,-0.99334035,-0.9619744,-0.98449309,0.88727114,-0.41949043,0.062138516,-0.99569824,-0.98992735,-0.99078944,-0.02724897,-0.070042463,0.072089463,-0.99325049,-0.99242499,-0.98659587,-0.99305923,-0.97531313,-0.98802879,-0.99334268,-0.95736238,-0.9826124,-0.99172275,-0.99300989,-0.98819888,-0.9936682,-0.99201558,-0.9870972
2,"standing",0.28590496,-0.0077447295,-0.10273652,-0.99188377,-0.96571091,-0.98415868,0.89033905,-0.41431632,0.063073539,-0.98596458,-0.97055933,-0.98387503,-0.030446957,-0.069251086,0.084129975,-0.97846434,-0.98511749,-0.98276696,-0.99314892,-0.9760806,-0.98592627,-0.99118246,-0.96201887,-0.98335652,-0.96317983,-0.98548682,-0.98725653,-0.98420307,-0.98489038,-0.98274147
2,"sitting",0.29648714,-0.014684879,-0.13980848,-0.98771367,-0.83424238,-0.94105035,0.95201324,-0.12719693,0.17324768,-0.97442821,-0.87785609,-0.9336702,-0.050171548,-0.073211502,0.1837903,-0.98222253,-0.95870792,-0.92994218,-0.98753271,-0.8594018,-0.96188356,-0.98763692,-0.83148234,-0.93410666,-0.974845,-0.96180088,-0.91597823,-0.98460294,-0.95706297,-0.94151623
2,"sitting",0.27723542,-0.025677001,-0.11843072,-0.99639048,-0.95268767,-0.96541011,0.95776214,-0.12120449,0.16651548,-0.99215769,-0.95481082,-0.94772651,-0.039016643,-0.060002794,0.12573995,-0.98842257,-0.99042251,-0.97940389,-0.99652123,-0.96836119,-0.97868043,-0.99621875,-0.94762416,-0.96017282,-0.98838196,-0.99180531,-0.9822712,-0.98842833,-0.98956589,-0.98015913
2,"sitting",0.2782907,-0.014536086,-0.10524253,-0.99678611,-0.98839324,-0.98950215,0.95789199,-0.12711834,0.16163958,-0.99692667,-0.99157732,-0.99292938,-0.026046816,-0.067562509,0.10043377,-0.99622773,-0.995977,-0.97976111,-0.99590613,-0.9888814,-0.98908778,-0.99719795,-0.98774016,-0.98972225,-0.99434969,-0.99616662,-0.97701877,-0.99684793,-0.99578993,-0.98250911
2,"sitting",0.27815992,-0.0076678258,-0.09927102,-0.99697493,-0.96211178,-0.987355,0.95792518,-0.12454962,0.16376124,-0.998006,-0.98845697,-0.9901987,-0.022931403,-0.07347,0.078673144,-0.99632265,-0.9842731,-0.95701458,-0.99593464,-0.97582987,-0.98874515,-0.99749998,-0.95736278,-0.98653159,-0.99502067,-0.98965884,-0.97007429,-0.99670606,-0.98153076,-0.95702228
2,"sitting",0.27664638,-0.0049748937,-0.104754,-0.99726953,-0.96546147,-0.98114499,0.95832834,-0.11858919,0.16680067,-0.99939896,-0.97259765,-0.98544416,-0.025679464,-0.079004412,0.083575679,-0.99393599,-0.98238404,-0.95464749,-0.99610705,-0.96857414,-0.98706746,-0.99789503,-0.96493071,-0.97824075,-0.99029546,-0.98548212,-0.95473188,-0.99522313,-0.98065277,-0.95858189
2,"sitting",0.27829493,-0.022664347,-0.11591945,-0.99724431,-0.96872118,-0.98613179,0.95832272,-0.11314063,0.16759019,-0.99952115,-0.9913736,-0.99196495,-0.025950876,-0.075040768,0.096736383,-0.99500391,-0.9837393,-0.97191748,-0.99588013,-0.97162389,-0.98593286,-0.99801127,-0.96808848,-0.9864657,-0.99238882,-0.98669587,-0.97310106,-0.9958868,-0.9820791,-0.97390273
2,"sitting",0.27505303,-0.024059404,-0.10589705,-0.99525842,-0.97190867,-0.98360641,0.95841903,-0.1158856,0.1660208,-0.99888949,-0.98042137,-0.99596864,-0.025511187,-0.071503399,0.091317208,-0.99623625,-0.98402467,-0.97392163,-0.99342611,-0.97558322,-0.98426827,-0.99621617,-0.97070587,-0.98356415,-0.99429866,-0.98894119,-0.97352082,-0.99688494,-0.98146948,-0.97627638
2,"sitting",0.27486428,-0.01561837,-0.097528302,-0.99623776,-0.98664644,-0.989707,0.95761533,-0.11965332,0.16733906,-0.99595146,-0.99389772,-0.98683224,-0.028197612,-0.072492716,0.081141936,-0.9966929,-0.98831115,-0.98393993,-0.99499786,-0.98434635,-0.98871071,-0.99685543,-0.98775314,-0.9903338,-0.99534259,-0.99072003,-0.98451264,-0.99710892,-0.98692611,-0.98503885
2,"sitting",0.27871074,-0.016793927,-0.10524076,-0.99859653,-0.9906669,-0.98746213,0.95685371,-0.11945235,0.17076173,-0.99854623,-0.99717066,-0.98719726,-0.027541794,-0.073323286,0.080225072,-0.99633885,-0.98906109,-0.98681453,-0.99784915,-0.98925984,-0.98909958,-0.99902339,-0.99096689,-0.98647362,-0.99489339,-0.99250153,-0.9862611,-0.99678082,-0.98720252,-0.98807717
2,"sitting",0.27822455,-0.016181738,-0.1075716,-0.99822604,-0.99043752,-0.98923957,0.95709207,-0.11889701,0.17216278,-0.99865366,-0.99858765,-0.99630003,-0.027905922,-0.075317726,0.084110903,-0.99598121,-0.99154022,-0.99012716,-0.9981015,-0.98971949,-0.99055637,-0.99822971,-0.99033198,-0.98830812,-0.99376545,-0.99339422,-0.98972697,-0.99674121,-0.99043431,-0.9910433
2,"sitting",0.27625455,-0.016985093,-0.10885324,-0.99639413,-0.98567065,-0.98354536,0.957125,-0.11843093,0.17257908,-0.99902145,-0.997234,-0.99413399,-0.028386406,-0.075428757,0.084448765,-0.99441796,-0.98896745,-0.98331636,-0.99621964,-0.98289752,-0.98570956,-0.9963833,-0.98714547,-0.98255398,-0.9915615,-0.98983461,-0.98371747,-0.99537599,-0.98841329,-0.98453327
2,"sitting",0.27574674,-0.015388072,-0.10505767,-0.99581447,-0.98247951,-0.9819142,0.9567784,-0.11826838,0.17243002,-0.99838027,-0.99703086,-0.99311082,-0.02833208,-0.074596168,0.085722107,-0.99104087,-0.98628489,-0.97696868,-0.99494348,-0.98216681,-0.98760913,-0.99618528,-0.98264843,-0.9790682,-0.98862146,-0.98772073,-0.97754665,-0.99174715,-0.98542135,-0.97869995
2,"sitting",0.28028279,-0.019175262,-0.10932156,-0.99531257,-0.975241,-0.97892176,0.95656471,-0.11752757,0.17319654,-0.99757762,-0.99353276,-0.98846658,-0.026969226,-0.075102151,0.089479676,-0.99222869,-0.98504205,-0.97828727,-0.99436786,-0.97860667,-0.9902359,-0.99571149,-0.97397802,-0.97369255,-0.98995361,-0.98920517,-0.97997577,-0.99289638,-0.98282283,-0.97952158
2,"sitting",0.28540286,0.002355779,-0.16984868,-0.95371281,-0.86194417,-0.78706775,0.97078586,-0.14664468,0.070036345,-0.91948606,-0.85676875,-0.74690999,-0.2445337,0.051893002,-0.41735088,-0.9329845,-0.95320268,-0.84072691,-0.95107745,-0.88078397,-0.8586826,-0.95465216,-0.86037139,-0.76841627,-0.93106212,-0.96373167,-0.83968795,-0.93409972,-0.94784815,-0.85544588
2,"sitting",0.27047249,-0.0089373643,-0.095150167,-0.98563184,-0.91172769,-0.94366406,0.97523081,-0.14167883,0.04680685,-0.9759878,-0.9309246,-0.95667189,-0.14713738,0.0087484106,-0.16525629,-0.93954559,-0.95370477,-0.85682435,-0.98199076,-0.94812629,-0.97178285,-0.98732723,-0.90128041,-0.93388145,-0.93442571,-0.96751053,-0.87664913,-0.94139602,-0.94698234,-0.8637027
2,"sitting",0.28022445,-0.028037933,-0.12428498,-0.99664261,-0.9761271,-0.98747869,0.97188567,-0.13578742,0.050809506,-0.99583498,-0.97340841,-0.97859934,-0.071616512,-0.057229845,0.016180468,-0.95964544,-0.98873638,-0.94393931,-0.99509555,-0.98269067,-0.9881737,-0.997494,-0.97341005,-0.98709646,-0.9539138,-0.98951392,-0.94798015,-0.96146897,-0.98823584,-0.94755986
2,"sitting",0.27724091,-0.01767369,-0.12039377,-0.99512799,-0.9871038,-0.98904192,0.97291478,-0.14172722,0.0453806,-0.99880018,-0.98854617,-0.97180417,-0.029355164,-0.077127117,0.089804957,-0.98336831,-0.98930227,-0.97755762,-0.99266317,-0.98292608,-0.98808237,-0.99652813,-0.98949055,-0.98969272,-0.98136658,-0.9897405,-0.97153173,-0.98395639,-0.98900477,-0.98195203
2,"sitting",0.27925474,-0.012044574,-0.11526539,-0.98482887,-0.96879944,-0.96316567,0.97305475,-0.14153892,0.04091304,-0.9997964,-0.98926855,-0.99196828,-0.015577629,-0.081883642,0.11290142,-0.98529386,-0.96188178,-0.96851285,-0.98089376,-0.96885883,-0.9657584,-0.9866714,-0.96964096,-0.96359496,-0.97888454,-0.96675823,-0.96252787,-0.98737728,-0.95926363,-0.97356488
2,"sitting",0.27981772,-0.010396061,-0.11320248,-0.98493079,-0.95923068,-0.96438621,0.97327809,-0.13761653,0.038872702,-0.99902909,-0.98490733,-0.98913861,-0.016789285,-0.080774312,0.12788896,-0.98366942,-0.95989187,-0.95371276,-0.98349178,-0.95617248,-0.96851488,-0.98543618,-0.96246688,-0.96380495,-0.97652652,-0.96593976,-0.95336416,-0.98599628,-0.95667916,-0.95788536
2,"sitting",0.27579491,-0.034804666,-0.10983325,-0.99417869,-0.92858508,-0.99348617,0.9737383,-0.13624316,0.036339561,-0.99904087,-0.98138727,-0.98956689,-0.021958268,-0.068529481,0.12529715,-0.99170116,-0.98209978,-0.95751786,-0.99236169,-0.95948372,-0.99067331,-0.99506821,-0.91939539,-0.99532755,-0.98905591,-0.98400102,-0.96436273,-0.99249473,-0.98099775,-0.95908033
2,"sitting",0.27379132,-0.041945691,-0.10724671,-0.99483845,-0.94900945,-0.98929992,0.9733727,-0.14797011,0.03520866,-0.99671867,-0.93773675,-0.99570813,-0.025688285,-0.073270706,0.091985955,-0.99661203,-0.98722753,-0.96992626,-0.9929609,-0.96548601,-0.9901627,-0.99580221,-0.94380817,-0.98865883,-0.99580178,-0.98985867,-0.971741,-0.99681372,-0.98573146,-0.97188175
2,"sitting",0.27609539,-0.018046144,-0.11243656,-0.99592796,-0.96849709,-0.98746474,0.97218035,-0.16143042,0.035495106,-0.99667264,-0.9753293,-0.99333685,-0.026657781,-0.078053488,0.070051752,-0.99769397,-0.99065035,-0.98998996,-0.99504568,-0.97369169,-0.99055774,-0.99630894,-0.96679418,-0.98559738,-0.9967052,-0.99313179,-0.98972657,-0.99800016,-0.9892371,-0.99086313
2,"sitting",0.27767523,-0.012379484,-0.10466656,-0.99824732,-0.98968847,-0.97817711,0.97156856,-0.16212082,0.034019738,-0.99949096,-0.98790344,-0.98775243,-0.02730424,-0.063308856,0.075233247,-0.99822217,-0.99279435,-0.99301176,-0.99777584,-0.98751803,-0.98548737,-0.99846575,-0.99053715,-0.97479757,-0.99713281,-0.9933176,-0.99227552,-0.99860942,-0.99241773,-0.99383145
2,"sitting",0.27679437,-0.017846957,-0.099866917,-0.99683186,-0.98725167,-0.97461636,0.97148516,-0.15944776,0.035579575,-0.99947294,-0.99553439,-0.97592964,-0.028255667,-0.078036283,0.082192061,-0.99657538,-0.9817962,-0.98158003,-0.99557776,-0.98501638,-0.98620379,-0.99749088,-0.98828322,-0.9695287,-0.99573166,-0.98774108,-0.98081757,-0.99678844,-0.97878054,-0.98338274
2,"laying",0.17376905,-0.024869125,-0.094733441,-0.8938616,-0.94420408,-0.96082431,-0.69553313,0.72141371,0.67577988,-0.79814709,-0.99054068,-0.9808685,-0.0023142606,-0.38134958,0.28917439,-0.95270527,-0.9294601,-0.8861205,-0.88818832,-0.93993626,-0.95811371,-0.89602795,-0.94912119,-0.96494459,-0.9432567,-0.92403925,-0.86836961,-0.95565802,-0.93346553,-0.90292608
2,"laying",0.3009048,-0.023610414,-0.096890735,-0.98681212,-0.974874,-0.9869338,-0.72762928,0.71743485,0.68079188,-0.97539016,-0.98538598,-0.97649265,-0.031533371,-0.24528334,0.15656219,-0.98720614,-0.95112948,-0.94152353,-0.98350603,-0.97597165,-0.98590039,-0.98834378,-0.97476722,-0.98780159,-0.98404221,-0.95693298,-0.93642651,-0.98814147,-0.94804454,-0.94851088
2,"laying",0.28567994,-0.021402652,-0.099788959,-0.98882456,-0.99010644,-0.99850164,-0.72085621,0.71396105,0.68526411,-0.97869812,-0.99342254,-0.98917087,-0.039082748,-0.13179261,0.079899406,-0.99495801,-0.97124494,-0.97196367,-0.9876537,-0.98703306,-0.99727769,-0.98922702,-0.99155107,-0.99868059,-0.99323132,-0.97738939,-0.97203965,-0.99547077,-0.96801689,-0.9743222
2,"laying",0.27205902,-0.021271356,-0.10063642,-0.99521892,-0.99197156,-0.99657104,-0.71824729,0.71111133,0.68862349,-0.99439039,-0.98893361,-0.98558872,-0.035839184,-0.074036713,0.059131448,-0.99576698,-0.9882587,-0.99737727,-0.99325448,-0.99099548,-0.99591471,-0.99626481,-0.99192504,-0.99642938,-0.99530733,-0.98824826,-0.99596877,-0.99584013,-0.98825233,-0.99828398
2,"laying",0.27631974,-0.017844672,-0.10385552,-0.99576459,-0.99564856,-0.9942946,-0.71982373,0.70859517,0.69142117,-0.99750135,-0.99469385,-0.99334447,-0.03070443,-0.057090164,0.064112225,-0.99802023,-0.99601934,-0.99529468,-0.99480028,-0.99446,-0.99347166,-0.99618905,-0.99551165,-0.99444851,-0.99643778,-0.99494675,-0.99365789,-0.99864392,-0.99681742,-0.99640533
2,"laying",0.27869543,-0.017640511,-0.10511841,-0.99746842,-0.99845545,-0.99334269,-0.72009525,0.7081513,0.69318963,-0.99941554,-0.998695,-0.9931461,-0.02852509,-0.057714662,0.07397583,-0.998612,-0.99716856,-0.99530842,-0.99683568,-0.99584843,-0.99133581,-0.99775437,-0.99921236,-0.99450325,-0.99730043,-0.99655775,-0.99370716,-0.9991656,-0.99758304,-0.99639913
2,"laying",0.28026202,-0.018697516,-0.10968549,-0.99612342,-0.99807443,-0.99196657,-0.71981933,0.70791099,0.69418107,-0.99949955,-0.99746151,-0.99584669,-0.026875752,-0.065254288,0.083337246,-0.99826399,-0.99667695,-0.99630527,-0.99450096,-0.99577759,-0.99070777,-0.99698841,-0.99859501,-0.99262589,-0.99702217,-0.99627738,-0.99443824,-0.99873305,-0.99691129,-0.99751312
