"activity_id","subject_id","t_body_acc_mean_x","t_body_acc_mean_y","t_body_acc_mean_z","t_body_acc_std_x","t_body_acc_std_y","t_body_acc_std_z","t_gravity_acc_mean_x","t_gravity_acc_mean_y","t_gravity_acc_mean_z","t_gravity_acc_std_x","t_gravity_acc_std_y","t_gravity_acc_std_z","t_body_gyro_mean_x","t_body_gyro_mean_y","t_body_gyro_mean_z","t_body_gyro_std_x","t_body_gyro_std_y","t_body_gyro_std_z","f_body_acc_mean_x","f_body_acc_mean_y","f_body_acc_mean_z","f_body_acc_std_x","f_body_acc_std_y","f_body_acc_std_z","f_body_gyro_mean_x","f_body_gyro_mean_y","f_body_gyro_mean_z","f_body_gyro_std_x","f_body_gyro_std_y","f_body_gyro_std_z"
"laying",11,0.280592970877193,-0.0176598052315789,-0.108786578070175,-0.98477733,-0.972196873859649,-0.971311176842105,-0.134832031403509,0.943017941403509,0.112620189964912,-0.97956560245614,-0.990765579649123,-0.984192606315789,-0.0191743840136842,-0.041559989822807,0.152019015929825,-0.980836884561403,-0.982442644035088,-0.959897432807018,-0.983801365614035,-0.971403935438596,-0.973576812807018,-0.985322211929825,-0.973589287368421,-0.971668077017544,-0.97618747122807,-0.982640271929825,-0.961434420701754,-0.982424585438596,-0.982660631754386,-0.963183902982456
"laying",12,0.260113433,-0.0175203917146667,-0.108160125666667,-0.95531868,-0.949072009333333,-0.9483338435,-0.3785920653,0.8033788345,0.2750431984,-0.936458309333333,-0.974396492666667,-0.9596439555,-0.0146546807316667,-0.0835537350333333,0.14519184795,-0.966090742,-0.953873893833333,-0.950157442166667,-0.956248487666667,-0.951265971,-0.954724801666667,-0.955207641833333,-0.9506400405,-0.948380833666667,-0.9566538865,-0.95256172,-0.9456732415,-0.969254585333333,-0.955343675666667,-0.956424382333333
"laying",13,0.276716360483871,-0.020440454366129,-0.104331864532258,-0.968891989354839,-0.950947949516129,-0.950392995483871,-0.156852206467742,0.656400944354839,0.598884988709677,-0.957875244677419,-0.975948136290323,-0.959892863709677,-0.00973609968045161,-0.0966250701451613,0.117819614790323,-0.972143470322581,-0.96270462,-0.967350513709677,-0.974716920483871,-0.965843757258064,-0.966295582741935,-0.966960088387097,-0.947462328225806,-0.945852135806452,-0.96946349,-0.968689729193548,-0.969126880322581,-0.973446792419355,-0.959944126451613,-0.969797214516129
"laying",14,0.233275439803922,-0.0113424652490196,-0.0868333315509804,-0.917501887333333,-0.909697040980392,-0.900331921686275,-0.145483631627451,0.48539692745098,0.83656291,-0.862136937254902,-0.94877486372549,-0.90130385627451,0.00505221181607843,-0.153423807745098,0.149124058235294,-0.957221015098039,-0.932499780588235,-0.952296965294118,-0.933936178235294,-0.930366906078431,-0.927882307058824,-0.911972655156863,-0.905221049156863,-0.894055710980392,-0.949959040588235,-0.938087898235294,-0.949107162941176,-0.959740488627451,-0.929955407058824,-0.957790479803922
"laying",15,0.2894756525,-0.0166296542054167,-0.118530240291667,-0.972255551527778,-0.962759422361111,-0.929586835277778,-0.1719930545,0.899242553055556,-0.0369192905555556,-0.961509742916667,-0.986036192361111,-0.950710357083333,-0.0168300887791667,-0.0619700871944444,0.113451899791667,-0.957167680694444,-0.961142911805556,-0.956537051666667,-0.974016176527778,-0.962461124305556,-0.95156594625,-0.971718824583333,-0.964590430138889,-0.923923991944444,-0.955413596111111,-0.964310893611111,-0.958190099861111,-0.958224495416667,-0.959991907083333,-0.960015831111111
"laying",16,0.274227162571429,-0.0166103510562857,-0.107310493242857,-0.973691429428571,-0.943061150285714,-0.965490276285714,-0.206783742242857,-0.0199270225714286,0.893884468571429,-0.963761977857143,-0.966087103857143,-0.967886002,-0.0161545406857143,-0.113675060885714,0.0966210349428571,-0.977010769857143,-0.970747514,-0.984781484857143,-0.980213187428571,-0.963635575142857,-0.974580069142857,-0.971409075142857,-0.937083636714286,-0.962524372714286,-0.975892407428571,-0.976092920571429,-0.985957788,-0.977509583571429,-0.968135251857143,-0.985730995857143
"laying",17,0.269780085577465,-0.0168462006729577,-0.107006279704225,-0.972960567323944,-0.944792875211268,-0.953476700140845,-0.19913309,0.658792072253521,0.722657502112676,-0.961063222394366,-0.961466681267606,-0.957164565211268,-0.0234756467113239,-0.0944580192535211,0.111440490309859,-0.975893061830986,-0.971484336197183,-0.976200771267606,-0.974359280140845,-0.954648102253521,-0.965406091549296,-0.972438525352113,-0.942791615915493,-0.950116956478873,-0.971949211126761,-0.973669098591549,-0.976164852112676,-0.977203498309859,-0.970627806901408,-0.978357126056338
"laying",18,0.274691576923077,-0.0173937684615385,-0.107698927907692,-0.984527649230769,-0.986160920923077,-0.987658662307692,-0.220600509076923,0.719755403692308,0.605495317692308,-0.982715987538462,-0.994093522615385,-0.990957249538462,-0.02517618068,-0.0837587308153846,0.0937781948153846,-0.992872598,-0.984202872923077,-0.985108386307692,-0.985179972153846,-0.984909884615385,-0.988606906307692,-0.984321858307692,-0.986746450769231,-0.987224804307692,-0.992436927692308,-0.985611171384615,-0.984999291538462,-0.993019371692308,-0.983457774923077,-0.986483048153846
"laying",19,0.272653733493976,-0.0171426864421687,-0.10898146186747,-0.965019579518072,-0.973449968554217,-0.984672837228916,-0.680043155060241,0.725646622771084,0.68762385253012,-0.958959611084337,-0.986993149638554,-0.988819031566265,-0.0312072730559566,-0.0952628014096386,0.10860511373494,-0.981357611445783,-0.963617705662651,-0.973197523855422,-0.97453373,-0.972798824096386,-0.985340447349398,-0.962085001204819,-0.974832075662651,-0.984740998192771,-0.974196217590361,-0.972061003493976,-0.97393233253012,-0.983944795060241,-0.959831365783133,-0.975417523855422
"laying",20,0.239507882205882,-0.0144406281132353,-0.104274322538235,-0.962249114705882,-0.964098180294118,-0.972571998382353,-0.472431415573529,0.864882956617647,0.477573305,-0.928674215147059,-0.976018476911765,-0.9765185525,-0.0231760616308824,-0.0954899626029412,0.123680209926471,-0.984477414264706,-0.972941910294118,-0.972409893529412,-0.965728781617647,-0.965595958382353,-0.976392651323529,-0.960997907205882,-0.964960988382353,-0.971901324705882,-0.982619403529412,-0.973120029558823,-0.972278603529412,-0.985154588529412,-0.973092518088235,-0.974995267058824
"laying",21,0.271325472455556,-0.0184233048415556,-0.103253832233333,-0.955019866222222,-0.956959422222222,-0.945653787777778,-0.174349174822222,0.599992678,0.788251027111111,-0.945905270555556,-0.983732936111111,-0.952416332444444,-0.0305126188777778,-0.113800486377778,0.0980906517,-0.975411857555556,-0.952147091444444,-0.981345430888889,-0.968234375555556,-0.960069247,-0.961772190555556,-0.950929451222222,-0.957258971111111,-0.940919006555556,-0.973410473,-0.964968005222222,-0.980811216111111,-0.976226919888889,-0.946599855444444,-0.983270707333333
"laying",22,0.279959721194444,-0.0142629864502778,-0.110800924652778,-0.947735251944444,-0.913276301666667,-0.942945807916667,-0.418494577083333,0.632484075694444,0.771903907083333,-0.928781249027778,-0.958826938556944,-0.952435389166667,-0.0208311371125,-0.09257231175,0.145003879319444,-0.956641905833333,-0.9618849625,-0.933251870694444,-0.953758542777778,-0.925524703472222,-0.954219235555556,-0.945656808055556,-0.912562856666667,-0.941163951388889,-0.95336692,-0.964698258611111,-0.942570240416667,-0.958030986944444,-0.960711254583333,-0.936965638611111
"laying",23,0.274038007986111,-0.0216553835833333,-0.104256776291667,-0.956756363194444,-0.976309827361111,-0.973223495416667,-0.391564962777778,0.438434067361111,0.918782825277778,-0.947948758194444,-0.982794562916667,-0.976780462083333,-0.0113399724663889,-0.105052917,0.111078594708333,-0.981849400972222,-0.959195236388889,-0.983920132638889,-0.970037238333333,-0.982072295833333,-0.977515213888889,-0.952410957638889,-0.974304149166667,-0.972261283055556,-0.979676078055556,-0.96846913625,-0.984238807777778,-0.982665212638889,-0.954997309583333,-0.98531784125
"laying",24,0.272850494930556,-0.0173555210111111,-0.107236237236111,-0.967984021111111,-0.983126461944444,-0.973566958888889,-0.359292534027778,0.738430699305556,0.683839909722222,-0.960412164305556,-0.993454358055556,-0.979239668194444,-0.0143679929444444,-0.0955538053611111,0.111730746333333,-0.982651720138889,-0.960299550972222,-0.98170136125,-0.975893687083333,-0.980830362083333,-0.976634815694444,-0.965167081805556,-0.984571808472222,-0.973057781805556,-0.976570564027778,-0.966111980277778,-0.981093036111111,-0.984713284166667,-0.95779294875,-0.983602745694445
"laying",25,0.250791828613699,-0.0188943663671233,-0.100428830260274,-0.909116474109589,-0.691770680561644,-0.717262004013699,-0.461102531369863,0.620658919917808,0.526353818315068,-0.829554947808219,-0.643578361424658,-0.610161166287671,0.00372723459589041,-0.0716401726150685,0.139718671465753,-0.889769639726027,-0.936630803287671,-0.91092799,-0.929147371232877,-0.78494581909589,-0.816197953561644,-0.902547712465753,-0.67238425569863,-0.694100368012329,-0.890517539315068,-0.946259639315069,-0.924536860547945,-0.891308069041096,-0.932293334794521,-0.915467504246575
"laying",26,0.271645864540789,-0.0191895728026316,-0.105002540289474,-0.969445445263158,-0.983231351842105,-0.984500013157895,-0.621309715263158,0.803015011578947,0.614523405921053,-0.944472488552632,-0.987887995263158,-0.984081708947368,-0.0170656239526316,-0.0903229228815789,0.152436344328947,-0.990328197763158,-0.979325678815789,-0.969302237763158,-0.973262289210526,-0.983664034342105,-0.984923123552632,-0.967971891447368,-0.983317083947368,-0.984854487894737,-0.988386324868421,-0.983127999342105,-0.970171219605263,-0.990970119605263,-0.977491843421053,-0.971789046710526
"laying",27,0.274102492432432,-0.0179867611216216,-0.107699732837838,-0.978455153108108,-0.983736043783784,-0.986636996081081,-0.530434604864865,0.567879494054054,0.84539238027027,-0.971183862702703,-0.993701742972973,-0.989056311351351,-0.0195427328781081,-0.0957839566891892,0.118738360783784,-0.988837212162162,-0.98428747527027,-0.97837499972973,-0.980631846891892,-0.982915951891892,-0.987356589864865,-0.977615702567568,-0.984269087972973,-0.986582387972973,-0.987028539054054,-0.986795837297297,-0.979202019189189,-0.989382328918919,-0.983052318513513,-0.980096438108108
"laying",28,0.2759134825,-0.0167537858225,-0.1083448529625,-0.9688882955,-0.945386780375,-0.956450342875,-0.490334541875,0.1440732745,0.0157570025,-0.970599089375,-0.9697590285,-0.97912466575,-0.017367705735,-0.097448733725,0.09357912315,-0.95516227975,-0.960057463625,-0.96237491175,-0.9739308675,-0.958436369,-0.961115672375,-0.967324863875,-0.94200397775,-0.956770904875,-0.946804234625,-0.9658244555,-0.961164844875,-0.958092114,-0.957552988125,-0.966312024
"laying",29,0.287295196811594,-0.0171965484202899,-0.109462068173913,-0.984219555507246,-0.990240946666667,-0.987255149855072,-0.346789842753623,0.807535373478261,0.590452224057971,-0.972939889855073,-0.99424764884058,-0.98577817826087,-0.0258281004782609,-0.0761814357028986,0.127411971652174,-0.994276591304348,-0.992750957826087,-0.97499461942029,-0.986626999275362,-0.989034304057971,-0.989473926666667,-0.983432309130435,-0.990680395362319,-0.986378776086957,-0.99312260884058,-0.993696336521739,-0.976184322608696,-0.994652185217391,-0.992240785652174,-0.976858964492754
"laying",30,0.281033900571429,-0.0194494098614286,-0.1036581505,-0.976362515428571,-0.954201823857143,-0.967044236428571,-0.344737755285714,0.732661247714286,0.681459210714286,-0.979563942714286,-0.988930714857143,-0.983274524857143,-0.0267812218571429,-0.0761476351714286,0.0938472163142857,-0.973662822428571,-0.966041673,-0.968889156142857,-0.974789999285714,-0.959974274571429,-0.970321991714286,-0.977045260571429,-0.9535584,-0.967188198571429,-0.971789052714286,-0.968170332428571,-0.967577361142857,-0.974488400714286,-0.965134152428571,-0.972199238
"sitting",1,0.261237565425532,-0.00130828765170213,-0.104544182255319,-0.977229008297872,-0.922618641914894,-0.93958629106383,0.831509933404255,0.204411592680851,0.332043702765957,-0.968457145744681,-0.935517055957447,-0.949040933191489,-0.045350056512766,-0.0919241549361702,0.0629313811914894,-0.977211283191489,-0.966473895319149,-0.941425920851064,-0.979641238723404,-0.944084550425532,-0.959184889148936,-0.976412313191489,-0.917275006382979,-0.934469558085106,-0.976161464042553,-0.975838585319149,-0.951315544468085,-0.977904227021277,-0.962345042553192,-0.94391784106383
"sitting",2,0.27708735173913,-0.0156879937282609,-0.109218272456522,-0.986822279565217,-0.950704499130435,-0.95982817173913,0.940477273043478,-0.105630024498783,0.19872676876087,-0.979988760869565,-0.956750273043478,-0.954415873043478,-0.0454706620434783,-0.0599286797043478,0.0412277462173913,-0.985742027826087,-0.978919526956522,-0.959803708695652,-0.985803840652174,-0.957343498478261,-0.970162172608696,-0.98736209,-0.950073754130435,-0.956862864130435,-0.982621389565217,-0.982100923695652,-0.959814822391304,-0.986808501521739,-0.977356188695652,-0.963522659782609
"sitting",3,0.257197599134615,-0.00350299841730769,-0.0983579203269231,-0.971010120961538,-0.856617812115385,-0.875110175384615,0.901098984615385,0.127303379245962,0.139020582461538,-0.957324457884615,-0.903923008269231,-0.897736318269231,-0.0385365204807692,-0.07524100275,0.0940113975530769,-0.965434768461538,-0.944854571346154,-0.926413710384615,-0.970154440961538,-0.891907751346154,-0.917987925384615,-0.971605878461538,-0.8496556575,-0.864322464038462,-0.957550637692308,-0.95617355,-0.934967958846154,-0.968013062884615,-0.939609988461538,-0.930633150769231
"sitting",4,0.27153827992,-0.007163065158,-0.10587459588,-0.980309931,-0.89022398108,-0.9322030066,0.8693030064,0.211622539936894,0.11012048108,-0.9814052948,-0.93272710386,-0.9509492546,-0.04944351156,-0.08943006108,0.10115033478,-0.9701317904,-0.9584681204,-0.9279722294,-0.9774624984,-0.9057829318,-0.9517837432,-0.9819081892,-0.8894673494,-0.9269993168,-0.9605896358,-0.9675836478,-0.9337768922,-0.973333107,-0.954120419,-0.9328683544
"sitting",5,0.273694139545455,-0.00990083527045455,-0.108540300265909,-0.980945022045455,-0.904335121022727,-0.926094740227273,0.880731443863636,0.168445524,0.143006857611364,-0.983137541590909,-0.939942979795454,-0.945008999545455,-0.0422355209795455,-0.0835484079545455,0.0823934451590909,-0.966225485,-0.950064068181818,-0.940637937045455,-0.977450812045455,-0.921434735681818,-0.946064216818182,-0.9825908425,-0.9022915301,-0.92184351,-0.957117251818182,-0.955460359318182,-0.938003425909091,-0.969390369318182,-0.947571471590909,-0.947346476590909
"sitting",6,0.276778487454545,-0.0145911615290909,-0.110127728709091,-0.980164933636364,-0.923682131090909,-0.925797097090909,0.933692934909091,0.0682628663363636,0.0695219657167273,-0.988872369272727,-0.960875994727273,-0.955475832363636,-0.0372442282830909,-0.0899083302550909,0.0854346006181818,-0.957367681818182,-0.944130044727273,-0.939681350909091,-0.975351454727273,-0.928264365454545,-0.935798115272727,-0.982451284727273,-0.925676956,-0.925768475636364,-0.939671400545455,-0.943857393090909,-0.934764895454545,-0.963407046545455,-0.944901470363636,-0.947326797818182
"sitting",7,0.284674637291667,-0.01461097580375,-0.122464597625,-0.972668374583333,-0.909454698541667,-0.8565329414375,0.969147824375,0.00608846646041667,0.0649636250354167,-0.957082433333333,-0.945436264583333,-0.868602535416667,-0.04963797197125,-0.03361196465625,0.0259476655145833,-0.941870953333333,-0.944124336458333,-0.937021208541667,-0.972697126875,-0.93149063375,-0.904675337916667,-0.972879966041667,-0.904629195833333,-0.844083052916667,-0.9436317575,-0.956678065,-0.9474199325,-0.9427264225,-0.93824472,-0.939826018125
"sitting",8,0.267491472934783,-0.00672550621304348,-0.104461049130435,-0.979026152391304,-0.927331997021739,-0.939553030217391,0.832453878043478,0.240095117065217,0.263895185521739,-0.966757967173913,-0.937462301369565,-0.935475331521739,-0.0547396987173913,-0.0955089236521739,0.0716048809782609,-0.984524052826087,-0.97150069673913,-0.959623548478261,-0.981142909782609,-0.94421971826087,-0.959436275869565,-0.978256730652174,-0.923829969347826,-0.933889846521739,-0.982200309782609,-0.97658989,-0.961798676956522,-0.985339301521739,-0.96892443326087,-0.962632253913044
"sitting",9,0.24832674354,-0.02701677698,-0.07537846886,-0.9572277914,-0.875141405,-0.83200187268,0.9163245106,-0.0414258228938,0.085263099144,-0.9552804062,-0.94645197,-0.88585411242,-0.042328876778,-0.04142711812,0.0807919285908,-0.9590200492,-0.9191882264,-0.9301768338,-0.959413594,-0.911683219,-0.8922013438,-0.956903459,-0.86761360746,-0.818001834824,-0.950315237,-0.9396930078,-0.940312313,-0.9618360162,-0.910583361,-0.9341874784
"sitting",10,0.270612056481481,-0.015042681852037,-0.104253238796296,-0.982901825925926,-0.917979529962963,-0.967826981666667,0.791887198148148,-0.041260775,0.20253457287037,-0.973128354074074,-0.935690006481481,-0.966898520555556,-0.0432432176851852,-0.0679993598888889,0.0745958869444444,-0.988873097222222,-0.984373304814815,-0.960445962037037,-0.984943144259259,-0.9404502,-0.97464465462963,-0.982242427777778,-0.912838063018519,-0.966121042592593,-0.986477363333333,-0.986179215555556,-0.96539546962963,-0.989712360740741,-0.983579646666667,-0.962418559814815
"sitting",11,0.276590197358491,-0.0149195616754717,-0.112840218339623,-0.982796562075472,-0.921402118113208,-0.968370181886792,0.871963798301887,0.213716305739623,0.188531695981132,-0.988069341132075,-0.949792572075472,-0.971661610754717,-0.0399984915849057,-0.0755284478679245,0.0761739419056604,-0.988164911509434,-0.982249040188679,-0.95284431245283,-0.981481454339623,-0.934503182830189,-0.972855110377359,-0.983389810188679,-0.920047161698113,-0.967884390943396,-0.985106875471698,-0.98263664490566,-0.954453821132075,-0.989189512641509,-0.982137919056604,-0.956802766792453
"sitting",12,0.275007224901961,-0.0157892988523529,-0.106307228960784,-0.982568781960784,-0.92858124,-0.939661889019608,0.926228975490196,0.0830509010823529,0.0885640696078431,-0.985203642352941,-0.963641979215686,-0.956208629607843,-0.0424159182941176,-0.0751980398235294,0.0728462158235294,-0.974425351960784,-0.960497127647059,-0.951552533137255,-0.97966614372549,-0.942768016862745,-0.954626628823529,-0.98399947745098,-0.926033975686275,-0.935916958235294,-0.968528985294118,-0.963725248823529,-0.955718183921569,-0.976339901372549,-0.959040695686274,-0.954769877647059
"sitting",13,0.274328499591837,-0.00587732936326531,-0.0972465110836735,-0.989546275306122,-0.938967741632653,-0.938641215510204,0.92557651244898,0.101769752489796,0.0757773858163265,-0.981379112653061,-0.951353064693878,-0.930979556938776,-0.0355124856836735,-0.0902687401836735,0.0823432026610204,-0.985844263265306,-0.979668456122449,-0.966896414285714,-0.990135477755102,-0.959673916122449,-0.956183063510204,-0.989410582653061,-0.933666502510204,-0.934189007346939,-0.983218202857143,-0.982456053877551,-0.968384415510204,-0.986714694081633,-0.97827070877551,-0.969451754693878
"sitting",14,0.279990577037037,-0.00870565463888889,-0.100401490425926,-0.976302248148148,-0.914935703907407,-0.922774835740741,0.939038759814815,-0.0364533962277778,-0.0945970534814815,-0.976280399444444,-0.95032266362963,-0.938415738148148,-0.0440403326851852,-0.0713478280925926,0.0928523607037037,-0.980829981481481,-0.962048191666667,-0.952904383518518,-0.976456609259259,-0.932644766111111,-0.944126078888889,-0.976303056851852,-0.911591208203704,-0.917678155296296,-0.978577117592593,-0.969806729814815,-0.957020858888889,-0.981573087222222,-0.958227403148148,-0.956028807962963
"sitting",15,0.27290337979661,-0.0117188472271186,-0.11366125320339,-0.987084356101695,-0.922407162881356,-0.949338025084746,0.89036426220339,0.210849305016949,0.00281565980440678,-0.982620883728814,-0.943561411694915,-0.952973658983051,-0.0377111130338983,-0.0803428762830509,0.0951978083898305,-0.988204115254237,-0.975321519491525,-0.963765802881356,-0.986619609491525,-0.938926430779661,-0.963227004915254,-0.987384778983051,-0.919162700338983,-0.945704713050847,-0.986152580338983,-0.979201724745763,-0.966731518305085,-0.988881930508475,-0.973456092372881,-0.966228648305085
"sitting",16,0.280768574492754,-0.0102497939956522,-0.0891404038405797,-0.986825605362319,-0.951607872463768,-0.939672247101449,0.942457377971014,-0.086588253942029,0.0892682200463768,-0.980158243333333,-0.968023206956522,-0.945813561478261,-0.0412014042275362,-0.0574525433043478,0.0795736310463768,-0.981037373333333,-0.958336595507246,-0.960287831304348,-0.987043828985507,-0.961456685507246,-0.959552230434783,-0.986892418405797,-0.949829260434783,-0.934652146521739,-0.978632856956522,-0.96679600173913,-0.960058264057971,-0.982057861449275,-0.954343752463768,-0.964270052318841
"sitting",17,0.2773570196875,-0.014156274084375,-0.11362408509375,-0.9944439053125,-0.96185862984375,-0.96572919578125,0.94488374765625,-0.002814673171875,-0.135803881679687,-0.99019661703125,-0.9667201059375,-0.9566106440625,-0.042549159015625,-0.0669245931234375,0.0860053803375,-0.98963832578125,-0.98612868078125,-0.9797052259375,-0.9939693815625,-0.96992798921875,-0.97484160453125,-0.99465731359375,-0.959789141875,-0.96292107328125,-0.98841106765625,-0.98879397953125,-0.98161709828125,-0.99004126046875,-0.984813098125,-0.9809696453125
"sitting",18,0.27727001877193,-0.0128691279736842,-0.111904775824561,-0.994347988596491,-0.974928131052632,-0.977572717017544,0.909816469298246,0.12988647622807,0.161877417894737,-0.994043771403509,-0.984035479473684,-0.978340183157895,-0.0333057034385965,-0.0685796341105263,0.0848140511754386,-0.991956958947368,-0.986753343859649,-0.981525495438596,-0.993144920175439,-0.976538530350877,-0.982996441403509,-0.994906565789474,-0.974980068596491,-0.975722121403509,-0.989961500350877,-0.988702701403509,-0.983027386491228,-0.992575399473684,-0.985710087894737,-0.98279727631579
"sitting",19,0.273830316164384,-0.016739260030137,-0.10870765430137,-0.976357663013699,-0.950388943972603,-0.951929615068493,0.581371509041096,0.360343534657534,0.489126594657534,-0.969355010136986,-0.96996981369863,-0.960394960821918,-0.0214151280054795,-0.0520207886438356,0.0968980718168493,-0.984625306849315,-0.959758309589041,-0.96559497630137,-0.979238031780822,-0.960763181917808,-0.96633509109589,-0.975204245342466,-0.948053070136986,-0.947514931780822,-0.981743664931507,-0.968188675753425,-0.968235777945205,-0.985576048219178,-0.955598610136986,-0.967869249178082
